id,title,release_date,genres,original_language,vote_average,vote_count,popularity,production_companies,vote_category,new_budget
758323,The Pope's Exorcist,4/5/2023,"['Horror', 'Mystery', 'Thriller']",English,7.4,619,5089.969,"['Screen Gems', '2.0 Entertainment', 'Jesus & Mary', 'Worldwide Katz', 'Loyola Productions', 'FFILME.RO']",good,16.70588232
640146,Ant-Man and the Wasp: Quantumania,2/15/2023,"['Action', 'Adventure', 'Science Fiction']",English,6.6,2294,4665.438,"['Marvel Studios', 'Kevin Feige Productions']",good,19.11382792
502356,The Super Mario Bros. Movie,4/5/2023,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy']",English,7.5,1861,3935.55,"['Universal Pictures', 'Illumination', 'Nintendo']",good,18.42068074
868759,Ghosted,4/18/2023,"['Action', 'Comedy', 'Romance']",English,7.2,652,2791.532,"['Skydance Media', 'Apple Studios']",good,12.82125828
594767,Shazam! Fury of the Gods,3/15/2023,"['Action', 'Comedy', 'Fantasy', 'Adventure']",English,6.8,1510,2702.593,"['New Line Cinema', 'The Safran Company', 'DC Films', 'Warner Bros. Pictures']",good,18.6438243
76600,Avatar: The Way of Water,12/14/2022,"['Science Fiction', 'Adventure', 'Action']",English,7.7,7853,2280.912,"['20th Century Studios', 'Lightstorm Entertainment']",good,19.94673705
447365,Guardians of the Galaxy Volume 3,5/3/2023,"['Science Fiction', 'Adventure', 'Action']",English,8.3,683,2520.308,"['Marvel Studios', 'Kevin Feige Productions']",good,19.33697148
934433,Scream VI,3/8/2023,"['Horror', 'Mystery', 'Thriller']",English,7.3,1029,1862.283,"['Radio Silence', 'Project X Entertainment', 'Spyglass Media Group', 'Paramount']",good,17.37085862
677179,Creed III,3/1/2023,"['Drama', 'Action']",English,7.3,1298,1894.044,"['Metro-Goldwyn-Mayer', 'Proximity Media', 'Balboa Productions', 'Outlier Society Productions', 'Chartoff-Winkler Productions']",good,18.13299867
493529,Dungeons & Dragons: Honor Among Thieves,3/23/2023,"['Adventure', 'Fantasy', 'Comedy']",English,7.5,964,1655.052,"['Entertainment One', 'Paramount', 'Allspark Pictures', 'Sierra/Affinity']",good,18.83279039
948713,The Last Kingdom: Seven Kings Must Die,4/14/2023,"['Action', 'Adventure', 'History', 'Drama', 'War']",English,7.3,317,1436.725,['Carnival Films'],good,12.82125828
420808,Peter Pan & Wendy,4/20/2023,"['Family', 'Fantasy', 'Action', 'Adventure']",English,5.9,277,1358.468,"['Walt Disney Pictures', 'Whitaker Entertainment']",bad,12.82125828
603692,John Wick: Chapter 4,3/22/2023,"['Action', 'Thriller', 'Crime']",English,7.9,1340,1170.178,"['Thunder Road', '87Eleven', 'Summit Entertainment', 'Studio Babelsberg', 'Lionsgate']",good,18.31532023
713704,Evil Dead Rise,4/12/2023,['Horror'],English,7,399,1107.559,"['New Line Cinema', 'Ghost House Pictures', 'Renaissance Pictures', 'Pacific Renaissance Pictures', 'Wild Atlantic Pictures']",good,16.52356076
804150,Cocaine Bear,2/22/2023,"['Thriller', 'Comedy', 'Crime']",English,6.4,976,801.263,"['Universal Pictures', 'Brownstone Productions', 'Lord Miller Productions']",good,17.29675065
315162,Puss in Boots: The Last Wish,12/7/2022,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Drama']",English,8.3,5453,1025.915,"['DreamWorks Animation', 'Universal Pictures']",good,18.31532023
638974,Murder Mystery 2,3/28/2023,"['Comedy', 'Crime']",English,6.6,978,995.199,"['Happy Madison Productions', 'Echo Films', 'Vinson Films', 'Endgame Entertainment']",good,12.82125828
1102776,AKA,4/28/2023,"['Thriller', 'Action', 'Crime']",French,7,150,1383.661,"['Inoxy Films', 'Nolita']",good,12.82125828
946310,Pirates Down the Street II: The Ninjas from Across,4/20/2022,"['Family', 'Action', 'Adventure']",Dutch,7,52,734.011,"['Johan Nijenhuis & Co (NL)', 'EO  -  EO (NL)']",good,12.82125828
1008005,The Communion Girl,2/10/2023,['Horror'],Spanish,6.2,85,676.862,"['Ikiru Films', 'Atresmedia', 'Warner Bros. Entertainment España']",good,12.82125828
700391,65,3/2/2023,"['Science Fiction', 'Adventure', 'Thriller']",English,6.3,958,717.792,"['Raimi Productions', 'Beck/Woods', 'Bron Studios', 'Columbia Pictures']",good,17.62217305
1048300,Adrenaline,12/15/2022,['Action'],English,5.9,39,717.878,Company X,bad,12.82125828
997776,"Justice League x RWBY: Super Heroes & Huntsmen, Part One",4/25/2023,"['Animation', 'Action', 'Fantasy']",English,8,44,616.014,"['Warner Bros. Animation', 'Rooster Teeth Productions', 'Warner Bros. Home Entertainment Group']",good,12.82125828
385687,Fast X,5/17/2023,"['Action', 'Crime', 'Thriller']",English,0,0,732.647,"['Universal Pictures', 'Original Film', 'One Race', 'Perfect Storm Entertainment']",bad,19.64445618
505642,Black Panther: Wakanda Forever,11/9/2022,"['Action', 'Adventure', 'Science Fiction']",English,7.3,4741,620.645,['Marvel Studios'],good,19.33697148
816904,Mummies,1/5/2023,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",Spanish,7.2,257,544.413,"['Warner Bros. Entertainment España', '4 Cats Pictures', 'Moomios Movie AIE', 'Anangu Grup SL', 'C.O.R.E. Feature Animation', 'Atresmedia']",good,16.32510982
849869,Kill Boksoon,2/17/2023,"['Action', 'Crime', 'Thriller']",Korean,6.9,221,592.13,['See At Film'],good,12.82125828
994128,The Elderly,4/21/2023,"['Horror', 'Thriller', 'Fantasy']",Spanish,5.8,6,521.201,Company X,bad,12.82125828
1105014,Ripper's Revenge,4/3/2023,['Horror'],English,4.9,10,523.118,Company X,bad,12.82125828
980078,Winnie the Pooh: Blood and Honey,1/27/2023,"['Horror', 'Thriller']",English,5.7,562,492.522,"['Jagged Edge Productions', 'ITN Studios']",bad,11.51292546
1033219,Attack on Titan,9/30/2022,"['Action', 'Science Fiction']",English,6,125,525.41,"['The Asylum', 'Emerald City Films']",bad,12.82125828
736790,Chupa,4/7/2023,"['Adventure', 'Fantasy', 'Family']",English,6.5,209,514.547,"['26th Street Pictures', 'Pimienta Films']",good,12.82125828
842945,Supercell,3/17/2023,['Action'],English,6.3,142,510.509,"['Thomasville Pictures', 'Highland Film Group', 'Saban Films', 'Short Porch Pictures', 'Streamline Global', 'Bay Point Media', 'Volition Media Partners']",good,12.82125828
436270,Black Adam,10/19/2022,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",English,7.1,4848,538.447,"['New Line Cinema', 'Flynn Picture Company', 'DC Films', 'Seven Bucks Productions']",good,19.11382792
536554,M3GAN,12/28/2022,"['Science Fiction', 'Horror', 'Comedy']",English,7.4,2543,471.872,"['Atomic Monster', 'Blumhouse Productions', 'Divide / Conquer', 'Universal Pictures']",good,16.30041721
296271,The Devil Conspiracy,1/13/2023,"['Horror', 'Fantasy', 'Science Fiction', 'Thriller']",English,6.2,145,438.805,"['Czech Anglo Productions', 'Third Day Production', 'MBM3 Films']",good,12.82125828
1104040,Gangs of Lagos,4/7/2023,['Crime'],English,6.1,35,462.815,Company X,good,18.89068437
283995,Guardians of the Galaxy Vol. 2,4/19/2017,"['Adventure', 'Action', 'Science Fiction']",English,7.6,19599,492.95,['Marvel Studios'],good,19.11382792
1084225,The Park,3/2/2023,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",English,6,41,433.291,['Vanishing Angle'],bad,12.82125828
869626,Marcel the Shell with Shoes On,6/24/2022,"['Animation', 'Comedy', 'Family', 'Drama', 'Adventure']",English,7.8,258,394.349,"['Cinereach', 'Strongman', 'Chiodo Bros. Productions', 'You Want I Should, LLC', 'Human Woman', 'Sunbeam TV & Films']",good,12.82125828
1023313,The Exorcist,11/2/2022,['Horror'],Spanish,5.8,76,390.589,['BTF media'],bad,12.82125828
455476,Knights of the Zodiac,4/27/2023,"['Fantasy', 'Action', 'Adventure']",English,6.5,28,418.889,"['Stage 6 Films', 'Toei Animation']",good,12.82125828
631842,Knock at the Cabin,2/1/2023,['Horror'],English,6.4,1401,433.827,"['Blinding Edge Pictures', 'Universal Pictures', 'FilmNation Entertainment', 'Wishmore', 'Perfect World Pictures', 'dentsu']",good,16.81124283
876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,11/25/2022,"['Animation', 'Fantasy', 'Adventure']",Japanese,7.7,181,435.931,"['8bit', 'Bandai Namco Filmworks', 'Magic Capsule', 'Sony Music Solutions', 'Bandai Spirits', 'Kodansha', 'MICRO MAGAZINE', 'Bandai Namco Music Live', 'Nippon BS Broadcasting', 'ADK Marketing Solutions', 'Nippon Television Network Corporation', 'Lantis']",good,12.82125828
646389,Plane,1/12/2023,"['Action', 'Adventure', 'Thriller']",English,6.9,1173,385.818,"['MadRiver Pictures', 'di Bonaventura Pictures', 'G-BASE', 'Olive Hill Media', 'Riverstone Pictures']",good,17.03438638
983768,Black Warrant,1/9/2023,"['Action', 'Thriller']",English,5.5,25,384.622,['Premiere Entertainment Group'],bad,12.82125828
943822,Prizefighter: The Life of Jem Belcher,6/30/2022,"['Drama', 'History']",English,6.2,122,365.065,Company X,good,12.82125828
758009,Shotgun Wedding,12/28/2022,"['Action', 'Comedy', 'Romance']",English,6.3,798,366.566,"['Lionsgate', 'Mandeville Films', 'Nuyorican Productions', 'Maximum Effort']",good,12.82125828
840326,Sisu,1/27/2023,"['War', 'Action']",Finnish,7.1,36,455.546,"['Subzero Film Entertainment', 'Good Chaos', 'Stage 6 Films', 'Lionsgate']",good,15.64005985
676710,The Amazing Maurice,12/16/2022,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,7,73,322.861,"['Ulysses Filmproduktion', 'Cantilever Media', 'Filmförderung Hamburg Schleswig-Holstein', 'MEDIA sub-programme of Creative Europe', 'FFA', 'Narrativia', 'Studio Rakete', 'Squeeze', 'Red Star 3D', 'Viva Films']",good,16.6487239
985939,Fall,8/11/2022,['Thriller'],English,7.3,2811,317.741,"['Tea Shop Productions', 'Capstone Pictures', 'BuzzFeed Studios']",good,14.91412285
984105,The Mummy Resurrection,1/2/2023,['Horror'],English,5.6,10,299.384,['Creativ Studios'],bad,12.82125828
676841,Unhappily Ever After,1/26/2023,"['Comedy', 'Romance']",Spanish,7,129,284.33,['NoDancingToday'],good,12.82125828
649609,Renfield,4/7/2023,"['Horror', 'Comedy', 'Fantasy']",English,7.2,285,325.777,"['Skybound Entertainment', 'Universal Pictures', 'Giant Wildcat']",good,17.98989783
616037,Thor: Love and Thunder,7/6/2022,"['Fantasy', 'Action', 'Comedy']",English,6.6,5898,297.321,"['Marvel Studios', 'Kevin Feige Productions']",good,19.33697148
820067,The Quintessential Quintuplets Movie,5/20/2022,"['Animation', 'Comedy', 'Romance']",Japanese,8.6,235,287.143,"['DAX Production', 'Pony Canyon', 'Nichion', 'Bibury Animation Studios', 'Nippon BS Broadcasting', 'GYAO', 'Kodansha', 'Good Smile Film', 'Bushiroad', 'MAGNET']",good,12.82125828
884184,Consecration,2/9/2023,"['Horror', 'Thriller']",English,6.6,36,241.268,"['AGC Studios', 'Bigscope Films', 'Moonriver Content']",good,12.82125828
676547,Prey for the Devil,10/23/2022,"['Horror', 'Thriller']",English,7.1,643,251.378,"['Lionsgate', 'Gold Circle Films', 'Confluence Productions']",good,12.82125828
989473,Invitation to a Murder,5/5/2023,"['Mystery', 'Thriller']",English,6,16,278.748,"['ACE entertainment', 'Ari Entertainment', 'Grindstone Entertainment Group']",bad,12.82125828
1011679,Shark Side of the Moon,8/12/2022,"['Action', 'Science Fiction', 'Thriller', 'Horror']",English,5.3,118,285.449,['The Asylum'],bad,9.210340372
1003579,Batman: The Doom That Came to Gotham,3/10/2023,"['Animation', 'Fantasy', 'Horror', 'Action', 'Mystery']",English,6.6,81,264.781,"['DC Entertainment', 'Warner Bros. Animation', 'Warner Bros. Home Entertainment Group']",good,12.82125828
874743,To Every You I've Loved Before,10/7/2022,"['Animation', 'Romance', 'Science Fiction']",Japanese,6.4,7,242.183,"['BAKKEN RECORD', 'dentsu', 'Toei Company', 'KDDI', 'KADOKAWA', 'Tatsunoko Production', 'OBS', 'Oita Godo Shimbun', 'Hayakawa Publishing', 'nekojarashi', 'MOTION GALLERY']",good,12.82125828
874745,"To Me, the One Who Loved You",10/7/2022,"['Animation', 'Romance', 'Science Fiction']",Japanese,6,9,247.831,"['TMS Entertainment', 'dentsu', 'Toei Company', 'KDDI', 'KADOKAWA', 'Tatsunoko Production', 'OBS', 'Oita Godo Shimbun', 'Hayakawa Publishing', 'nekojarashi', 'MOTION GALLERY']",bad,12.82125828
361743,Top Gun: Maverick,5/24/2022,"['Action', 'Drama']",English,8.3,6759,277.473,"['Skydance Media', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",good,18.951309
766507,Prey,8/2/2022,"['Thriller', 'Action', 'Science Fiction']",English,7.8,5444,267.138,['20th Century Studios'],good,17.98989783
1076605,Cazadora,1/19/2023,['Thriller'],Spanish,6.2,18,264.587,"['Funky Films', 'Paralelo Films']",good,12.82125828
966220,Sniper: The White Raven,5/3/2022,"['War', 'Action', 'Drama']",Ukrainian,7.5,371,257.922,['UM Group'],good,13.81551056
634649,Spider-Man: No Way Home,12/15/2021,"['Action', 'Adventure', 'Science Fiction']",English,8,17295,262.366,"['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']",good,19.11382792
736526,Troll,12/1/2022,"['Fantasy', 'Action', 'Adventure', 'Thriller']",Norwegian,6.7,1373,261.895,['Motion Blur'],good,12.82125828
1073413,Phenomena,4/14/2023,"['Comedy', 'Horror', 'Thriller']",Spanish,5.9,74,243.545,['Nadie es Perfecto'],bad,12.82125828
1104191,Solo Somos Carne,10/13/2022,['Horror'],Spanish,7.2,6,224.845,Company X,good,12.82125828
843794,JUNG_E,1/20/2023,['Science Fiction'],Korean,6.3,447,239.053,['Climax Studios'],good,12.82125828
1026563,13 Exorcisms,11/4/2022,"['Drama', 'Horror']",Spanish,5.6,66,225.617,"['Mr. Fields and Friends', 'Atresmedia', 'Bambú Producciones', 'Movistar+']",bad,12.82125828
675353,Sonic the Hedgehog 2,4/8/2022,"['Action', 'Adventure', 'Family', 'Comedy']",English,7.6,3894,233.707,"['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount', 'SEGA']",good,18.51599092
947704,Yuku et la fleur de l’Himalaya,10/19/2022,"['Animation', 'Family', 'Adventure']",Estonian,2,2,197.218,"['Vivement lundi !', 'Nadasdy Film', 'Les Films du Nord', 'Artémis Productions', 'La Boîte, ... Productions']",bad,12.82125828
1003580,Legion of Super-Heroes,2/7/2023,"['Animation', 'Action', 'Science Fiction']",English,6.3,85,232.521,"['Warner Bros. Animation', 'DC Entertainment', 'Warner Bros. Home Entertainment Group']",good,12.82125828
776835,The Magician's Elephant,3/10/2023,"['Animation', 'Adventure', 'Family', 'Fantasy']",English,7.1,116,217.567,"['Animal Logic', 'Netflix Animation', 'Village Roadshow Pictures', 'Pistor Productions']",good,12.82125828
820232,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,3/29/2019,"['Action', 'Animation', 'Fantasy']",Japanese,8,87,261.859,['ufotable'],good,12.82125828
1072074,Disquiet,2/10/2023,"['Thriller', 'Horror', 'Mystery']",English,7,25,230.226,"['SP Media Group', 'Steven Paul Production', 'Front Street Pictures']",good,12.82125828
663712,Terrifier 2,10/6/2022,['Horror'],English,6.9,1171,223.727,"['Dark Age Cinema', 'Fuzz on the Lens Productions', 'Bloody Disgusting']",good,12.4292162
1085103,Clock,3/28/2023,"['Horror', 'Mystery', 'Thriller']",English,6.1,55,411.923,['20th Digital Studio'],good,12.82125828
458156,John Wick: Chapter 3 - Parabellum,5/15/2019,"['Action', 'Thriller', 'Crime']",English,7.4,9165,226.51,"['Thunder Road', 'Lionsgate', '87Eleven']",good,17.82284374
118340,Guardians of the Galaxy,7/30/2014,"['Action', 'Science Fiction', 'Adventure']",English,7.9,25861,255.418,['Marvel Studios'],good,18.951309
988165,H.P. Lovecraft's Witch House,6/29/2022,['Horror'],English,5.8,12,215.135,['Horror Wasteland Pictures International'],bad,12.82125828
507086,Jurassic World Dominion,6/1/2022,"['Adventure', 'Action', 'Science Fiction']",English,6.9,4778,237.086,"['Amblin Entertainment', 'Universal Pictures']",good,18.92145603
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,10/16/2020,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Thriller']",Japanese,8.3,3080,256.503,"['ufotable', 'Aniplex', 'Shueisha', 'STUDIO MAUSU', 'TOHO']",good,16.5755205
1077280,Die Hart,2/22/2023,"['Action', 'Comedy', 'Thriller']",English,6.1,278,221.084,['HartBeat Productions'],good,12.82125828
774752,The Guardians of the Galaxy Holiday Special,11/25/2022,"['Comedy', 'Science Fiction', 'Adventure']",English,7.3,1312,232.205,"['Marvel Studios', 'Kevin Feige Productions', 'Troll Court Entertainment']",good,12.82125828
32516,The Forbidden Legend: Sex & Chopsticks 2,3/4/2009,"['Comedy', 'Drama', 'Romance']",cn,6.2,74,255.11,"['Universal Media Studios', 'Twin Co. Ltd.', 'My Way Film Company']",good,12.82125828
882598,Smile,9/23/2022,"['Horror', 'Mystery', 'Thriller']",English,6.8,1982,204.835,"['Paramount Players', 'Temple Hill Entertainment', 'Paramount']",good,16.6487239
646385,Scream,1/12/2022,"['Horror', 'Mystery', 'Thriller']",English,6.7,2388,204.722,"['Paramount', 'Project X Entertainment', 'Radio Silence', 'Spyglass Media Group']",good,16.99356439
668482,Roald Dahl's Matilda the Musical,11/25/2022,"['Family', 'Comedy', 'Fantasy']",English,6.8,563,208.067,"['Working Title Films', 'The Roald Dahl Story Company']",good,17.03438638
1041513,Encanto at the Hollywood Bowl,12/28/2022,['Music'],English,7.1,133,199.279,"['AMP International', 'Disney Concerts', 'Fulwell 73', 'Live Nation Productions']",good,12.82125828
964426,Gold Run,12/15/2022,"['War', 'Action', 'Adventure', 'Thriller']",Norwegian,6.8,33,220.971,"['74 Entertainment', 'Viaplay']",good,12.82125828
724495,The Woman King,9/16/2022,"['Action', 'Drama', 'History']",English,7.8,1445,227.376,"['TriStar Pictures', 'JuVee Productions', 'Jack Blue Productions', 'Entertainment One', 'Welle Entertainment']",good,17.72753356
1013860,R.I.P.D. 2: Rise of the Damned,11/15/2022,"['Action', 'Comedy', 'Fantasy', 'Crime']",English,6.6,462,206.501,['Universal 1440 Entertainment'],good,12.82125828
829410,Sick,9/11/2022,"['Horror', 'Thriller']",English,6.3,132,206.397,"['Miramax', 'Outerbanks Entertainment', 'Blumhouse Productions']",good,12.82125828
1058732,The Simpsons Meet the Bocellis in Feliz Navidad,12/15/2022,"['Animation', 'Family', 'Comedy']",English,5.2,36,194.059,"['Gracie Films', '20th Television', '20th Television Animation']",bad,12.82125828
1101799,Queens on the Run,4/14/2023,"['Comedy', 'Action']",Spanish,7,83,204.485,"['Perro Azul', 'Selva Pictures']",good,12.82125828
873256,"Kiss, Kiss!",4/26/2023,"['Romance', 'Comedy']",Polish,6.9,15,361.9,['Lightcraft'],good,12.82125828
447277,The Little Mermaid,5/18/2023,"['Adventure', 'Family', 'Fantasy', 'Romance']",English,0,0,220.944,"['Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions']",bad,12.82125828
876969,Assassin Club,2/24/2023,"['Action', 'Thriller']",English,7.1,35,355.636,"['Film Bridge International', 'The Motus Studios']",good,12.82125828
916224,Suzume,11/11/2022,"['Animation', 'Drama', 'Adventure', 'Fantasy']",Japanese,8,328,191.196,"['CoMix Wave Films', 'Story', 'Lawson Entertainment', 'East Japan Marketing & Communications', 'voque ting', 'KADOKAWA', 'Aniplex', 'TOHO']",good,12.82125828
850871,Sayen,3/3/2023,['Action'],Spanish,6.2,76,200.093,"['Fabula', 'Amazon Studios']",good,12.82125828
988233,Hex,11/1/2022,"['Action', 'Horror', 'Thriller']",English,5.9,66,205.478,['Hex Movie'],bad,12.82125828
453395,Doctor Strange in the Multiverse of Madness,5/4/2022,"['Fantasy', 'Action', 'Adventure']",English,7.4,7372,203.873,"['Marvel Studios', 'Kevin Feige Productions']",good,19.11382792
551271,Medieval,9/8/2022,"['Action', 'Drama', 'History']",English,7.2,374,183.271,"['JBJ Film', 'Three Brothers Production']",good,16.95100477
899112,Violent Night,11/30/2022,"['Action', 'Comedy', 'Crime', 'Thriller']",English,7.5,1399,187.063,"['87North Productions', 'Universal Pictures']",good,16.81124283
324552,John Wick: Chapter 2,2/8/2017,"['Action', 'Thriller', 'Crime']",English,7.3,11464,187.39,"['Thunder Road', '87Eleven', 'Summit Entertainment']",good,17.50439001
385128,F9,5/19/2021,"['Action', 'Adventure', 'Crime', 'Thriller']",English,7.2,6228,190.163,"['Original Film', 'One Race', 'Perfect Storm Entertainment', 'Universal Pictures', 'Roth-Kirschenbaum Films']",good,19.11382792
573171,A Frozen Rooster,12/14/2022,"['Animation', 'Adventure', 'Comedy', 'Family']",Spanish,7.8,281,187.503,['Huevocartoon Producciones'],good,12.82125828
1016121,Beautiful Disaster,4/4/2023,"['Romance', 'Drama', 'Comedy']",English,5.6,67,176.549,['Voltage Pictures'],bad,12.82125828
772515,Huesera: The Bone Woman,2/10/2023,"['Drama', 'Horror', 'Mystery']",Spanish,5.8,194,164.652,"['Disruptiva Films', 'Machete Producciones', 'Maligno Gorehouse', 'Terminal']",bad,12.82125828
414906,The Batman,3/1/2022,"['Crime', 'Mystery', 'Thriller']",English,7.7,7894,193.575,"['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']",good,19.03586638
585511,Luck,8/5/2022,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",English,7.9,1250,176.339,"['Skydance Animation', 'Skydance Animation East', 'Skydance Animation']",good,12.82125828
842544,Transfusion,1/5/2023,['Crime'],English,6.4,163,236.871,"['Deeper Water Films', 'Madman Entertainment', 'Altitude Media']",good,12.82125828
846433,The Enforcer,9/22/2022,"['Action', 'Crime', 'Drama', 'Thriller']",English,7.4,302,189.543,"['Born to Burn Films', 'Millenium Media Group', 'Millennium Films']",good,14.04786674
993621,The Stranger in Our Bed,8/26/2022,"['Thriller', 'Mystery']",English,6.2,27,184.122,Company X,good,4.49980967
937278,A Man Called Otto,12/28/2022,"['Comedy', 'Drama']",English,7.9,1129,194.447,"['Playtone', 'SF Studios', '2DUX²', 'Artistic Films', 'Columbia Pictures']",good,17.72753356
384018,Fast & Furious Presents: Hobbs & Shaw,8/1/2019,"['Action', 'Adventure', 'Comedy']",English,6.9,6308,200.003,"['Chris Morgan Productions', 'Seven Bucks Productions', 'Universal Pictures']",good,19.11382792
947938,Dolphin Boy,4/7/2022,"['Animation', 'Adventure', 'Fantasy', 'Comedy']",Russian,6.6,54,165.773,['SkyFrame'],good,12.82125828
931954,Venus,12/2/2022,"['Drama', 'Horror', 'Thriller']",Spanish,5.6,87,183.23,['Pokeepsie Films'],bad,12.82125828
299536,Avengers: Infinity War,4/25/2018,"['Adventure', 'Action', 'Science Fiction']",English,8.3,26811,205.036,['Marvel Studios'],good,19.51929303
49046,All Quiet on the Western Front,10/7/2022,"['Drama', 'War', 'History']",German,7.8,2629,167.289,"['RocketScience', 'Amusement Park Films']",good,16.81124283
325358,Superfast!,3/5/2015,"['Comedy', 'Action']",English,5,337,196.749,"['The Safran Company', '3 in the Box', 'Ketchup Entertainment']",bad,16.81124283
555604,Guillermo del Toro's Pinocchio,11/9/2022,"['Animation', 'Fantasy', 'Drama', 'Music']",English,8.2,2239,178.939,"['The Jim Henson Company', 'ShadowMachine', 'Double Dare You Productions']",good,17.37085862
575322,Project Gemini,1/6/2022,"['Science Fiction', 'Horror']",English,5.8,321,181.907,['KD Studios'],bad,12.82125828
667538,Transformers: Rise of the Beasts,6/7/2023,"['Action', 'Adventure', 'Science Fiction']",English,0,0,222.43,"['Skydance Media', 'Paramount', 'di Bonaventura Pictures', 'Bay Films', 'Hasbro', 'New Republic Pictures', 'Tom DeSanto/Don Murphy Production']",bad,19.11382792
842942,Bandit,9/23/2022,"['Crime', 'Drama', 'Thriller']",English,6.2,157,187.649,"['Goldrush Entertainment', 'Yale Productions', 'Lucky 13 Productions']",good,12.82125828
19995,Avatar,12/15/2009,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",English,7.6,29040,188.103,"['Dune Entertainment', 'Lightstorm Entertainment', '20th Century Fox', 'Ingenious Media']",good,19.2835707
653851,Devotion,11/23/2022,"['War', 'History', 'Drama']",English,7.3,466,179.045,"['Black Label Media', 'STX Entertainment', 'Columbia Pictures', 'Stage 6 Films']",good,18.31532023
438148,Minions: The Rise of Gru,6/29/2022,"['Animation', 'Comedy', 'Family']",English,7.4,2806,161.183,"['Universal Pictures', 'Illumination']",good,18.25816181
747355,Swapping: A Divorce Trip Between Two Couples,8/28/2020,['Drama'],Korean,8,1,302.589,Company X,good,12.82125828
875104,Ip Man: The Awakening,5/5/2023,"['Action', 'Adventure', 'History', 'Drama']",Chinese,5.6,7,215.539,Company X,bad,12.82125828
1058949,Little Dixie,2/3/2023,"['Thriller', 'Action', 'Drama', 'Crime']",English,6,97,183.072,"['Roxwell Films', 'Three Point Capital']",bad,12.82125828
823999,Diabolik - Ginko Attacks,11/17/2022,"['Crime', 'Action']",Italian,6,245,164.311,"['Mompracem', 'Astorina S.A.C.', 'Emilia-Romagna Film Commission', 'RAI Cinema']",bad,12.82125828
1012404,Sword Art Online: Extra Edition,12/31/2013,"['Animation', 'Fantasy', 'Adventure']",Japanese,6,4,174.224,"['A-1 Pictures', 'SAO-P Project']",bad,12.82125828
67308,3-D Sex and Zen: Extreme Ecstasy,4/14/2011,"['Drama', 'Adventure', 'Romance', 'Action', 'History']",cn,4.8,86,204.23,"['One Dollar Production Limited', 'Local Production', 'Film Workshop', 'Tai Seng Entertainment', 'Keyfilms Roma', 'Medusa Film', 'Lucky Red']",bad,15.06827353
508947,Turning Red,3/10/2022,"['Animation', 'Family', 'Comedy', 'Fantasy']",English,7.5,4150,154.459,"['Walt Disney Pictures', 'Pixar']",good,19.06253463
813726,A Tourist's Guide to Love,4/21/2023,"['Romance', 'Comedy', 'Adventure']",English,6.5,68,161.027,"['Cook and Muse Entertainment', 'Head First Productions', 'Muse Entertainment', 'Radius Squared Media Group']",good,12.82125828
568124,Encanto,10/13/2021,"['Animation', 'Comedy', 'Family', 'Fantasy']",English,7.6,8169,162.618,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",good,17.72753356
785084,The Whale,12/9/2022,['Drama'],English,8,2202,168.316,"['A24', 'Protozoa Pictures']",good,14.91412285
955991,The Offering,9/23/2022,"['Drama', 'Horror']",English,5.7,124,143.144,"['Millennium Films', 'Decal']",bad,12.82125828
790409,The Last Heretic,11/9/2022,"['Thriller', 'Horror']",Spanish,5.6,19,148.708,['Furia Films'],bad,12.82125828
109428,Evil Dead,4/5/2013,['Horror'],English,6.5,4045,198.992,"['TriStar Pictures', 'FilmDistrict', 'Ghost House Pictures']",good,16.6487239
739405,Operation Fortune: Ruse de Guerre,1/4/2023,"['Action', 'Comedy', 'Adventure']",English,6.6,666,169.659,"['Miramax', 'STX Entertainment', 'Toff Guy Films', 'Tencent Pictures', 'AZ Celtic Films']",good,17.72753356
335787,Uncharted,2/10/2022,"['Action', 'Adventure']",English,7,4655,141.184,"['Columbia Pictures', 'Atlas Entertainment', 'PlayStation Productions', 'Arad Productions', 'Studio Babelsberg', 'Deutscher Filmförderfonds', 'Medienboard Berlin-Brandenburg']",good,18.6030023
965839,Lord of the Streets,4/22/2022,['Action'],English,5.3,62,165.5,['Mutiny Films'],bad,13.81551056
438695,Sing 2,12/1/2021,"['Animation', 'Family']",English,8,3660,156.662,"['Universal Pictures', 'Illumination']",good,18.25816181
